gauge_name,wiski_id,date,year,rainfall_mm
Holne Priddacott Farm,363710,2021-07-28,2021,0.3
Holne Priddacott Farm,363710,2021-07-29,2021,19.4
Holne Priddacott Farm,363710,2021-07-30,2021,0.9
Holne Priddacott Farm,363710,2021-07-31,2021,0.2
Holne Priddacott Farm,363710,2021-08-01,2021,0.5
Holne Priddacott Farm,363710,2021-08-02,2021,0.0
Holne Priddacott Farm,363710,2021-08-03,2021,0.0
Holne Priddacott Farm,363710,2021-08-04,2021,2.6
Holne Priddacott Farm,363710,2021-08-05,2021,15.7
Holne Priddacott Farm,363710,2021-08-06,2021,6.4
Holne Priddacott Farm,363710,2021-08-07,2021,8.7
Holne Priddacott Farm,363710,2021-08-08,2021,3.2
Holne Priddacott Farm,363710,2021-08-09,2021,0.8
Holne Priddacott Farm,363710,2021-08-10,2021,0.1
Holne Priddacott Farm,363710,2021-08-11,2021,2.9
Holne Priddacott Farm,363710,2021-08-12,2021,2.4
Holne Priddacott Farm,363710,2021-08-13,2021,0.0
Holne Priddacott Farm,363710,2021-08-14,2021,0.7
Holne Priddacott Farm,363710,2021-08-15,2021,1.3
Holne Priddacott Farm,363710,2021-08-16,2021,0.0
Holne Priddacott Farm,363710,2021-08-17,2021,0.0
Holne Priddacott Farm,363710,2021-08-18,2021,0.1
Holne Priddacott Farm,363710,2021-08-19,2021,0.7
Holne Priddacott Farm,363710,2021-08-20,2021,15.6
Holne Priddacott Farm,363710,2021-08-21,2021,2.5
Holne Priddacott Farm,363710,2021-08-22,2021,0.0
Holne Priddacott Farm,363710,2021-08-23,2021,0.0
Holne Priddacott Farm,363710,2021-08-24,2021,0.0
Holne Priddacott Farm,363710,2021-08-25,2021,0.0
Holne Priddacott Farm,363710,2021-08-26,2021,0.0
Holne Priddacott Farm,363710,2021-08-27,2021,0.0
Holne Priddacott Farm,363710,2021-08-28,2021,0.0
Holne Priddacott Farm,363710,2021-08-29,2021,0.0
Holne Priddacott Farm,363710,2021-08-30,2021,0.0
Holne Priddacott Farm,363710,2021-08-31,2021,0.0
Holne Priddacott Farm,363710,2021-09-01,2021,0.0
Holne Priddacott Farm,363710,2021-09-02,2021,0.0
Holne Priddacott Farm,363710,2021-09-03,2021,0.0
Holne Priddacott Farm,363710,2021-09-04,2021,0.0
Holne Priddacott Farm,363710,2021-09-05,2021,0.0
Holne Priddacott Farm,363710,2021-09-06,2021,0.0
Holne Priddacott Farm,363710,2021-09-07,2021,0.1
Holne Priddacott Farm,363710,2021-09-08,2021,17.0
Holne Priddacott Farm,363710,2021-09-09,2021,1.2
Holne Priddacott Farm,363710,2021-09-10,2021,0.0
Holne Priddacott Farm,363710,2021-09-11,2021,0.0
Holne Priddacott Farm,363710,2021-09-12,2021,0.0
Holne Priddacott Farm,363710,2021-09-13,2021,4.4
Holne Priddacott Farm,363710,2021-09-14,2021,0.0
Holne Priddacott Farm,363710,2021-09-15,2021,0.0
Holne Priddacott Farm,363710,2021-09-16,2021,0.0
Holne Priddacott Farm,363710,2021-09-17,2021,0.8
Holne Priddacott Farm,363710,2021-09-18,2021,0.4
Holne Priddacott Farm,363710,2021-09-19,2021,0.0
Holne Priddacott Farm,363710,2021-09-20,2021,0.0
Holne Priddacott Farm,363710,2021-09-21,2021,0.0
Holne Priddacott Farm,363710,2021-09-22,2021,0.0
Holne Priddacott Farm,363710,2021-09-23,2021,0.0
Holne Priddacott Farm,363710,2021-09-24,2021,0.2
Holne Priddacott Farm,363710,2021-09-25,2021,0.1
Holne Priddacott Farm,363710,2021-09-26,2021,14.7
Holne Priddacott Farm,363710,2021-09-27,2021,13.2
Holne Priddacott Farm,363710,2021-09-28,2021,42.0
Holne Priddacott Farm,363710,2021-09-29,2021,1.4
Holne Priddacott Farm,363710,2021-09-30,2021,30.9
Holne Priddacott Farm,363710,2021-10-01,2021,14.1
Holne Priddacott Farm,363710,2021-10-02,2021,11.3
Holne Priddacott Farm,363710,2021-10-03,2021,6.5
Holne Priddacott Farm,363710,2021-10-04,2021,35.7
Holne Priddacott Farm,363710,2021-10-05,2021,0.2
Holne Priddacott Farm,363710,2021-10-06,2021,0.0
Holne Priddacott Farm,363710,2021-10-07,2021,0.1
Holne Priddacott Farm,363710,2021-10-08,2021,0.0
Holne Priddacott Farm,363710,2021-10-09,2021,0.0
Holne Priddacott Farm,363710,2021-10-10,2021,0.0
Holne Priddacott Farm,363710,2021-10-11,2021,0.0
Holne Priddacott Farm,363710,2021-10-12,2021,0.0
Holne Priddacott Farm,363710,2021-10-13,2021,0.0
Holne Priddacott Farm,363710,2021-10-14,2021,0.1
Holne Priddacott Farm,363710,2021-10-15,2021,0.0
Holne Priddacott Farm,363710,2021-10-16,2021,0.0
Holne Priddacott Farm,363710,2021-10-17,2021,2.7
Holne Priddacott Farm,363710,2021-10-18,2021,14.0
Holne Priddacott Farm,363710,2021-10-19,2021,59.1
Holne Priddacott Farm,363710,2021-10-20,2021,38.4
Holne Priddacott Farm,363710,2021-10-21,2021,0.0
Holne Priddacott Farm,363710,2021-10-22,2021,0.0
Holne Priddacott Farm,363710,2021-10-23,2021,2.1
Holne Priddacott Farm,363710,2021-10-24,2021,7.6
Holne Priddacott Farm,363710,2021-10-25,2021,1.2
Holne Priddacott Farm,363710,2021-10-26,2021,2.7
Holne Priddacott Farm,363710,2021-10-27,2021,0.1
Holne Priddacott Farm,363710,2021-10-28,2021,76.3
Holne Priddacott Farm,363710,2021-10-29,2021,17.6
Holne Priddacott Farm,363710,2021-10-30,2021,25.9
Holne Priddacott Farm,363710,2021-10-31,2021,2.4
Holne Priddacott Farm,363710,2021-11-01,2021,0.7
Holne Priddacott Farm,363710,2021-11-02,2021,0.0
Holne Priddacott Farm,363710,2021-11-03,2021,1.1
Holne Priddacott Farm,363710,2021-11-04,2021,0.0
Holne Priddacott Farm,363710,2021-11-05,2021,0.0
Holne Priddacott Farm,363710,2021-11-06,2021,3.3
Holne Priddacott Farm,363710,2021-11-07,2021,0.0
Holne Priddacott Farm,363710,2021-11-08,2021,0.2
Holne Priddacott Farm,363710,2021-11-09,2021,0.0
Holne Priddacott Farm,363710,2021-11-10,2021,0.1
Holne Priddacott Farm,363710,2021-11-11,2021,7.1
Holne Priddacott Farm,363710,2021-11-12,2021,1.3
Holne Priddacott Farm,363710,2021-11-13,2021,0.0
Holne Priddacott Farm,363710,2021-11-14,2021,0.0
Holne Priddacott Farm,363710,2021-11-15,2021,1.0
Holne Priddacott Farm,363710,2021-11-16,2021,0.5
Holne Priddacott Farm,363710,2021-11-17,2021,0.0
Holne Priddacott Farm,363710,2021-11-18,2021,0.0
Holne Priddacott Farm,363710,2021-11-19,2021,0.2
Holne Priddacott Farm,363710,2021-11-20,2021,0.1
Holne Priddacott Farm,363710,2021-11-21,2021,0.0
Holne Priddacott Farm,363710,2021-11-22,2021,0.0
Holne Priddacott Farm,363710,2021-11-23,2021,0.0
Holne Priddacott Farm,363710,2021-11-24,2021,0.1
Holne Priddacott Farm,363710,2021-11-25,2021,4.9
Holne Priddacott Farm,363710,2021-11-26,2021,9.1
Holne Priddacott Farm,363710,2021-11-27,2021,0.0
Holne Priddacott Farm,363710,2021-11-28,2021,0.5
Holne Priddacott Farm,363710,2021-11-29,2021,0.5
Holne Priddacott Farm,363710,2021-11-30,2021,12.3
Holne Priddacott Farm,363710,2021-12-01,2021,4.2
Holne Priddacott Farm,363710,2021-12-02,2021,9.9
Holne Priddacott Farm,363710,2021-12-03,2021,5.6
Holne Priddacott Farm,363710,2021-12-04,2021,4.6
Holne Priddacott Farm,363710,2021-12-05,2021,2.0
Holne Priddacott Farm,363710,2021-12-06,2021,10.5
Holne Priddacott Farm,363710,2021-12-07,2021,22.5
Holne Priddacott Farm,363710,2021-12-08,2021,0.6
Holne Priddacott Farm,363710,2021-12-09,2021,7.7
Holne Priddacott Farm,363710,2021-12-10,2021,3.0
Holne Priddacott Farm,363710,2021-12-11,2021,3.2
Holne Priddacott Farm,363710,2021-12-12,2021,7.9
Holne Priddacott Farm,363710,2021-12-13,2021,0.8
Holne Priddacott Farm,363710,2021-12-14,2021,0.0
Holne Priddacott Farm,363710,2021-12-15,2021,0.0
Holne Priddacott Farm,363710,2021-12-16,2021,0.0
Holne Priddacott Farm,363710,2021-12-17,2021,0.0
Holne Priddacott Farm,363710,2021-12-18,2021,0.0
Holne Priddacott Farm,363710,2021-12-19,2021,0.0
Holne Priddacott Farm,363710,2021-12-20,2021,0.2
Holne Priddacott Farm,363710,2021-12-21,2021,0.0
Holne Priddacott Farm,363710,2021-12-22,2021,5.3
Holne Priddacott Farm,363710,2021-12-23,2021,5.4
Holne Priddacott Farm,363710,2021-12-24,2021,22.7
Holne Priddacott Farm,363710,2021-12-25,2021,27.9
Holne Priddacott Farm,363710,2021-12-26,2021,12.3
Holne Priddacott Farm,363710,2021-12-27,2021,21.5
Holne Priddacott Farm,363710,2021-12-28,2021,15.2
Holne Priddacott Farm,363710,2021-12-29,2021,10.4
Holne Priddacott Farm,363710,2021-12-30,2021,21.8
Holne Priddacott Farm,363710,2021-12-31,2021,5.4
Holne Priddacott Farm,363710,2022-11-28,2022,1.6
Holne Priddacott Farm,363710,2022-11-29,2022,0.0
Holne Priddacott Farm,363710,2022-01-01,2022,7.4
Holne Priddacott Farm,363710,2022-01-02,2022,8.1
Holne Priddacott Farm,363710,2022-01-03,2022,0.0
Holne Priddacott Farm,363710,2022-01-04,2022,0.1
Holne Priddacott Farm,363710,2022-01-05,2022,0.0
Holne Priddacott Farm,363710,2022-01-06,2022,19.8
Holne Priddacott Farm,363710,2022-01-07,2022,24.6
Holne Priddacott Farm,363710,2022-01-08,2022,17.8
Holne Priddacott Farm,363710,2022-01-09,2022,2.2
Holne Priddacott Farm,363710,2022-01-10,2022,1.4
Holne Priddacott Farm,363710,2022-01-11,2022,0.0
Holne Priddacott Farm,363710,2022-01-12,2022,0.0
Holne Priddacott Farm,363710,2022-01-13,2022,0.0
Holne Priddacott Farm,363710,2022-01-14,2022,0.0
Holne Priddacott Farm,363710,2022-01-15,2022,7.6
Holne Priddacott Farm,363710,2022-01-16,2022,0.3
Holne Priddacott Farm,363710,2022-01-17,2022,0.0
Holne Priddacott Farm,363710,2022-01-18,2022,0.1
Holne Priddacott Farm,363710,2022-01-19,2022,0.3
Holne Priddacott Farm,363710,2022-01-20,2022,0.0
Holne Priddacott Farm,363710,2022-01-21,2022,0.0
Holne Priddacott Farm,363710,2022-01-22,2022,0.0
Holne Priddacott Farm,363710,2022-01-23,2022,0.0
Holne Priddacott Farm,363710,2022-01-24,2022,0.0
Holne Priddacott Farm,363710,2022-01-25,2022,0.0
Holne Priddacott Farm,363710,2022-01-26,2022,0.1
Holne Priddacott Farm,363710,2022-01-27,2022,0.5
Holne Priddacott Farm,363710,2022-01-28,2022,1.0
Holne Priddacott Farm,363710,2022-01-29,2022,0.2
Holne Priddacott Farm,363710,2022-01-30,2022,1.6
Holne Priddacott Farm,363710,2022-01-31,2022,0.4
Holne Priddacott Farm,363710,2022-02-01,2022,1.4
Holne Priddacott Farm,363710,2022-02-02,2022,0.2
Holne Priddacott Farm,363710,2022-02-03,2022,4.3
Holne Priddacott Farm,363710,2022-02-04,2022,0.7
Holne Priddacott Farm,363710,2022-02-05,2022,17.8
Holne Priddacott Farm,363710,2022-02-06,2022,4.2
Holne Priddacott Farm,363710,2022-02-07,2022,0.6
Holne Priddacott Farm,363710,2022-02-08,2022,1.2
Holne Priddacott Farm,363710,2022-02-09,2022,0.7
Holne Priddacott Farm,363710,2022-02-10,2022,0.0
Holne Priddacott Farm,363710,2022-02-11,2022,1.2
Holne Priddacott Farm,363710,2022-02-12,2022,33.3
Holne Priddacott Farm,363710,2022-02-13,2022,32.0
Holne Priddacott Farm,363710,2022-02-14,2022,5.0
Holne Priddacott Farm,363710,2022-02-15,2022,19.3
Holne Priddacott Farm,363710,2022-02-16,2022,10.1
Holne Priddacott Farm,363710,2022-02-17,2022,28.6
Holne Priddacott Farm,363710,2022-02-18,2022,4.8
Holne Priddacott Farm,363710,2022-02-19,2022,15.3
Holne Priddacott Farm,363710,2022-02-20,2022,15.1
Holne Priddacott Farm,363710,2022-02-21,2022,1.0
Holne Priddacott Farm,363710,2022-02-22,2022,1.3
Holne Priddacott Farm,363710,2022-02-23,2022,10.8
Holne Priddacott Farm,363710,2022-02-24,2022,1.2
Holne Priddacott Farm,363710,2022-02-25,2022,0.0
Holne Priddacott Farm,363710,2022-02-26,2022,0.0
Holne Priddacott Farm,363710,2022-02-27,2022,0.0
Holne Priddacott Farm,363710,2022-02-28,2022,17.5
Holne Priddacott Farm,363710,2022-03-01,2022,44.7
Holne Priddacott Farm,363710,2022-03-02,2022,16.2
Holne Priddacott Farm,363710,2022-03-03,2022,0.3
Holne Priddacott Farm,363710,2022-03-04,2022,0.0
Holne Priddacott Farm,363710,2022-03-05,2022,0.0
Holne Priddacott Farm,363710,2022-03-06,2022,0.0
Holne Priddacott Farm,363710,2022-03-07,2022,0.0
Holne Priddacott Farm,363710,2022-03-08,2022,2.0
Holne Priddacott Farm,363710,2022-03-09,2022,23.0
Holne Priddacott Farm,363710,2022-03-10,2022,11.7
Holne Priddacott Farm,363710,2022-03-11,2022,23.2
Holne Priddacott Farm,363710,2022-03-12,2022,14.0
Holne Priddacott Farm,363710,2022-03-13,2022,3.3
Holne Priddacott Farm,363710,2022-03-14,2022,0.0
Holne Priddacott Farm,363710,2022-03-15,2022,0.4
Holne Priddacott Farm,363710,2022-03-16,2022,2.4
Holne Priddacott Farm,363710,2022-03-17,2022,0.0
Holne Priddacott Farm,363710,2022-03-18,2022,0.0
Holne Priddacott Farm,363710,2022-03-19,2022,0.0
Holne Priddacott Farm,363710,2022-03-20,2022,0.0
Holne Priddacott Farm,363710,2022-03-21,2022,0.0
Holne Priddacott Farm,363710,2022-03-22,2022,0.0
Holne Priddacott Farm,363710,2022-03-23,2022,0.0
Holne Priddacott Farm,363710,2022-03-24,2022,0.0
Holne Priddacott Farm,363710,2022-03-25,2022,0.0
Holne Priddacott Farm,363710,2022-03-26,2022,0.0
Holne Priddacott Farm,363710,2022-03-27,2022,0.0
Holne Priddacott Farm,363710,2022-03-28,2022,0.0
Holne Priddacott Farm,363710,2022-03-29,2022,0.0
Holne Priddacott Farm,363710,2022-03-30,2022,0.1
Holne Priddacott Farm,363710,2022-03-31,2022,0.0
Holne Priddacott Farm,363710,2022-04-01,2022,0.3
Holne Priddacott Farm,363710,2022-04-02,2022,0.0
Holne Priddacott Farm,363710,2022-04-03,2022,0.4
Holne Priddacott Farm,363710,2022-04-04,2022,0.0
Holne Priddacott Farm,363710,2022-04-05,2022,3.9
Holne Priddacott Farm,363710,2022-04-06,2022,16.0
Holne Priddacott Farm,363710,2022-04-07,2022,2.7
Holne Priddacott Farm,363710,2022-04-08,2022,0.4
Holne Priddacott Farm,363710,2022-04-09,2022,0.0
Holne Priddacott Farm,363710,2022-04-10,2022,0.0
Holne Priddacott Farm,363710,2022-04-11,2022,2.1
Holne Priddacott Farm,363710,2022-04-12,2022,1.8
Holne Priddacott Farm,363710,2022-04-13,2022,0.0
Holne Priddacott Farm,363710,2022-04-14,2022,0.0
Holne Priddacott Farm,363710,2022-04-15,2022,0.0
Holne Priddacott Farm,363710,2022-04-16,2022,0.0
Holne Priddacott Farm,363710,2022-04-17,2022,0.0
Holne Priddacott Farm,363710,2022-04-18,2022,0.3
Holne Priddacott Farm,363710,2022-04-19,2022,3.3
Holne Priddacott Farm,363710,2022-04-20,2022,0.0
Holne Priddacott Farm,363710,2022-04-21,2022,0.0
Holne Priddacott Farm,363710,2022-04-22,2022,0.0
Holne Priddacott Farm,363710,2022-04-23,2022,0.3
Holne Priddacott Farm,363710,2022-04-24,2022,0.0
